cipher,security,energy,power,duration
sc_chacha20_neon,1.5,6.6351165,0.7347172132234662298643749680,9.03084395
sc_chacha8_neon,0.5,6.0008235,0.6988746407946554987489233264,8.586408992
sc_freestyle_balanced,2.5,85.7629385,2.011981040765195093972664278,42.6261166295
sc_freestyle_fast,2.0,37.362276,2.290959428668952904345225839,16.3085716545
sc_freestyle_secure,3.0,328.021646,2.686697076693984645433070377,122.091042137
