cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.00,0.0,0.0
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0155351,0.268973,0.0129856
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00816345,0.126149,0.0149942
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00804992,0.142120,0.0200168
sc_chacha20_neon,1.5,4,0.00403312,0.147578,0.000915029
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0682904,0.650613,0.0722004
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0763615,0.620062,0.0872247
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.106536,0.703624,0.117170
sc_freestyle_fast,2.0,4,0.0772946,0.616601,0.0890150
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.177570,0.751806,0.182630
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.163670,0.750639,0.199910
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.212993,0.750153,0.244975
sc_freestyle_balanced,2.5,4,0.262230,0.820541,0.286153
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.696154,1,0.661122
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.661815,0.982634,0.687180
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.821860,0.986409,0.824730
sc_freestyle_secure,3.0,4,1,0.997897,1
