cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0,0E+5,0.0393738
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0,0E+5,0.422385
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.159556,0.190991,0.444261
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.199597,0.283090,0.568720
sc_chacha20_neon,1.5,4,0,0E+5,0.136218
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.697148,0.541651,1
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.236457,0.207643,0.989006
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.538810,0.422407,0.858384
sc_freestyle_fast,2.0,4,0,0E+5,0.0
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0,0E+4,0.333822
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.273376,0.463814,0.365768
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.262377,0.405901,0.388245
sc_freestyle_balanced,2.5,4,0,0E+5,0.0624864
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,1,1,0.725879
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0,0E+5,0.751220
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0,0E+2,0.809786
sc_freestyle_secure,3.0,4,0,0E+5,0.214275
