cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.00,0.0,0.00
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00881702,0.101953,0.0147229
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00913449,0.111000,0.0140488
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00981691,0.117842,0.0150607
sc_chacha20_neon,1.5,4,0.000271380,0.00158703,0.000958200
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0877187,0.785363,0.0652964
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0876412,0.776411,0.0662725
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0881404,0.786566,0.0656841
sc_freestyle_fast,2.0,4,0.0758835,0.782245,0.0507252
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.268434,0.785883,0.292632
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.268840,0.785331,0.293327
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.271824,0.800563,0.292017
sc_freestyle_balanced,2.5,4,0.190388,0.683391,0.221719
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.989578,0.987981,0.998392
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.998410,0.997188,0.999324
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,1,1,1
sc_freestyle_secure,3.0,4,0.770283,0.980871,0.771261
