cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0,0E+6,0.0808521
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0,0E+4,0.511299
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.599902,0.782600,0.561461
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0,0E+5,0.621266
sc_chacha20_neon,1.5,4,0,0E+6,0.0947385
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.955982,0.838682,1
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.894360,0.813749,0.958605
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.348017,0.320424,0.945472
sc_freestyle_fast,2.0,4,0,0E+6,0.0
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0,0E+6,0.311090
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0,0E+5,0.323911
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0,0E+6,0.364016
sc_freestyle_balanced,2.5,4,0,0E+6,0.0776773
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.555699,0.594728,0.791533
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,1,1,0.837070
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.881908,0.900582,0.858109
sc_freestyle_secure,3.0,4,0.339710,0.724486,0.319291
