cipher,security,energy,power,duration
sc_chacha20_neon,1.5,4.2328615,2.686068679739346700114830401,1.5758575095
sc_chacha8_neon,0.5,3.4925745,2.470828756026149832045717135,1.4135234955
sc_freestyle_balanced,2.5,83.2509475,2.821046295400770817308822382,29.5106633435
sc_freestyle_fast,2.0,26.9996195,2.810706125157031556065039170,9.6059916255
sc_freestyle_secure,3.0,302.7187275,2.810056484182287939732427447,107.7269190865
