cipher,security,energy,power,duration
sc_aes128_ctr,0.5,7.7676765,0.8416497058790581866635177081,9.229108554
sc_aes256_ctr,1.5,7.3450155,0.7245605203554447075196806707,10.1372008185
sc_chacha12_neon,1.0,5.5777605,1.046646518526587924078151271,5.329173127
sc_chacha20_neon,1.5,5.7024665,0.9190241106334611719443693463,6.2049150115
sc_chacha8_neon,0.5,5.5714725,1.086314758319828166762735204,5.128782848
sc_freestyle_balanced,2.5,86.994886,2.011259498727764415454860463,43.2539341915
sc_freestyle_fast,2.0,38.4708375,2.341782980002300191366555135,16.4280114035
sc_freestyle_secure,3.0,341.7032995,2.763128977383635456537145361,123.665345446
sc_rabbit,1.4,7.117636,0.7487311343516448382137829993,9.5062642295
sc_salsa12,0.9,5.9051495,1.052582719124747318218165837,5.6101524305
sc_salsa20,1.4,6.7599475,0.9001451999479535465417775668,7.5098411905
sc_salsa8,0.4,5.3382455,1.043953395612235157447740121,5.1134902405
sc_sosemanuk,1.4,8.0639445,0.7742710156050884465834844102,10.41488618
