cipher,security,energy,power,duration
sc_chacha8_neon,0.5,5.0323,0.537676,9.35935
sc_freestyle_balanced+sc_chacha8_neon,2.5,51.2285,0.653934,78.339
sc_freestyle_balanced,2.5,91.2515,0.275633,331.061
