cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.0,0E+6,0.00359368
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0,0E+5,0.0167683
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.0,0E+5,0.0201321
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.0,0E+5,0.0198328
sc_chacha20_neon,1.5,4,0.0,0E+6,0.00
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0543221,0.592780,0.0677664
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0636583,0.608475,0.0803543
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0766762,0.651350,0.0930584
sc_freestyle_fast,2.0,4,0.0488533,0.727412,0.0440263
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.230020,0.768923,0.269008
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.277488,0.904730,0.276342
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.272406,0.800102,0.309078
sc_freestyle_balanced,2.5,4,0.133540,0.810212,0.138739
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.845113,0.918093,0.871612
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.980685,1,0.929972
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,1,0.949765,1
sc_freestyle_secure,3.0,4,0.474319,0.938888,0.468834
