cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.00,0.0,0.00
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00847182,0.489955,0.00263662
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00584191,0.300379,0.00383876
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00375566,0.173239,0.00427614
sc_chacha20_neon,1.5,4,0.000508872,0.0248037,0.000874084
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0387797,0.742718,0.0364885
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0521496,0.712338,0.0561881
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0746001,0.837527,0.0736189
sc_freestyle_fast,2.0,4,0.0830193,0.879480,0.0795581
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.163089,0.881166,0.169651
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.211206,0.904980,0.218635
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.260835,0.937882,0.264874
sc_freestyle_balanced,2.5,4,0.254379,0.898754,0.267858
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.563772,0.949012,0.583199
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.742602,0.947356,0.773895
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.933737,0.957811,0.967719
sc_freestyle_secure,3.0,4,1,1,1
