cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0,0.0240429,0.00
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00185532,0,0.00542373
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00494630,0.239686,0.000607642
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00256966,0.00511951,0.00676551
sc_chacha20_neon,1.5,4,0.00328434,0.126614,0.00216270
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0294246,0.243653,0.0432671
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0633922,0.583524,0.0676787
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0762889,0.650895,0.0788746
sc_freestyle_fast,2.0,4,0.0524868,0.667386,0.0480432
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.162232,0.718092,0.176568
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.215267,0.700107,0.243456
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.267407,0.773482,0.290431
sc_freestyle_balanced,2.5,4,0.159695,0.604772,0.190787
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.606474,0.941307,0.612148
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.833622,0.990344,0.824578
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,1,0.978919,1
sc_freestyle_secure,3.0,4,0.638697,1,0.623284
