cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.00,0E+5,0.00178633
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00,0E+5,0.0167414
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.0110615,0.389025,0.0146630
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.0115568,0.353548,0.0188269
sc_chacha20_neon,1.5,4,0.00,0E+5,0.0
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0582258,0.616167,0.0793227
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0693264,0.697277,0.0841452
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0724512,0.673888,0.0920611
sc_freestyle_fast,2.0,4,0.0330103,0.765326,0.0290492
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.216757,0.780077,0.258796
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.219372,0.760513,0.269159
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.241812,0.742776,0.305468
sc_freestyle_balanced,2.5,4,0.0752581,0.748421,0.0852529
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.865642,0.987815,0.844536
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.852975,0.976469,0.841806
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,1,0.966037,1
sc_freestyle_secure,3.0,4,0.274149,1,0.255158
