cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.00197014,0.0,0.0293901
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00633153,0.0664563,0.0310307
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00195316,0.116199,0.00695505
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00,0.121049,0.00
sc_chacha20_neon,1.5,0,0.00303556,0.0137927,0.0304925
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0431504,0.381994,0.0660148
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0517349,0.593041,0.0514443
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0791888,0.737962,0.0725440
sc_freestyle_fast,2.0,0,0.0995302,0.779806,0.0928509
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.192830,0.800396,0.202861
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.183831,0.803428,0.191323
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.244221,0.811540,0.261747
sc_freestyle_balanced,2.5,0,0.249814,0.688372,0.308448
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.424127,0.903629,0.436176
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.679663,0.956901,0.685157
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.931724,1,0.917731
sc_freestyle_secure,3.0,0,1,0.984523,1
