cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.0133442,0.0427533,0.0360775
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0409499,0.596949,0.0317156
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.0352023,0.733465,0.0154338
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.0,0.0,0.00
sc_chacha20_neon,1.5,0,0.0298571,0.356124,0.0345486
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0724933,0.607619,0.0754246
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0577000,0.557962,0.0595257
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0605463,0.427283,0.0801061
sc_freestyle_fast,2.0,0,0.0858016,0.457883,0.117313
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.230745,0.755359,0.256546
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.197901,0.735716,0.220186
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.222298,0.668561,0.268685
sc_freestyle_balanced,2.5,0,0.276516,0.709342,0.327461
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.772877,0.901342,0.823336
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.756261,1,0.747277
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.899183,0.983423,0.905440
sc_freestyle_secure,3.0,0,1,0.997949,1
