cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.0272018,0.640118,0.0227448
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00,0.0,0.0280146
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00265531,0.276660,0.00287935
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00185350,0.293117,0.00
sc_chacha20_neon,1.5,0,0.0126888,0.298743,0.0240324
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0457946,0.624760,0.0500656
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0287089,0.553431,0.0309777
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0436996,0.822265,0.0325320
sc_freestyle_fast,2.0,0,0.0900355,0.594928,0.117869
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.107453,0.595636,0.143281
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.133968,0.803996,0.140018
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.140539,0.807836,0.147111
sc_freestyle_balanced,2.5,0,0.239908,0.671928,0.307101
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.390370,0.832920,0.429555
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.457094,0.990012,0.438277
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.507005,1,0.484185
sc_freestyle_secure,3.0,0,1,0.969018,1
