cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.0397771,0.0705977,0.240162
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0997113,0.223325,0.180237
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.0759609,0.214969,0.0903066
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.0603319,0.205905,0.0325556
sc_chacha20_neon,1.5,0,0.201120,0.454953,0.184756
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.251325,0.595017,0.166289
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0993799,0.378940,0.0
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.217286,0.820613,0.000370297
sc_freestyle_fast,2.0,0,0.0,0.00,0.0512949
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.144606,0.263492,0.283400
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.444190,1,0.192154
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.344267,0.772197,0.192570
sc_freestyle_balanced,2.5,0,0.0775098,0.160103,0.208492
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.769312,0.633211,1
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,1,0.951940,0.840215
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.907752,0.801022,0.923184
sc_freestyle_secure,3.0,0,0.269514,0.405643,0.411105
