cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.00694298,0,0.0121036
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00653063,0.0247852,0.0109717
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00260803,0.205716,0.00239569
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00,0.0147251,0.00
sc_chacha20_neon,1.5,0,0.00830955,0.114302,0.0124002
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0256877,0.490528,0.0295618
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0265277,0.645706,0.0273371
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0375773,0.758974,0.0375785
sc_freestyle_fast,2.0,0,0.0846438,0.792255,0.0886135
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.125370,0.790587,0.133547
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.108178,0.852265,0.111121
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.136047,0.744866,0.148678
sc_freestyle_balanced,2.5,0,0.265874,0.827186,0.283349
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.287941,0.730273,0.321822
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.393068,0.940881,0.400051
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.505210,0.935723,0.516798
sc_freestyle_secure,3.0,0,1,1,1
