cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.0127863,0.0797815,0.0239653
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0148854,0.172524,0.0211884
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00674773,0.140539,0.00688292
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00,0,0.00
sc_chacha20_neon,1.5,0,0.0136295,0.0134395,0.0320302
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0477201,0.396442,0.0601987
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0477681,0.636069,0.0420823
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0689550,0.757530,0.0603494
sc_freestyle_fast,2.0,0,0.100783,0.784550,0.0957147
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.177774,0.717777,0.196361
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.170452,0.752767,0.181925
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.221126,0.762885,0.240508
sc_freestyle_balanced,2.5,0,0.254673,0.614741,0.316254
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.614748,0.874814,0.654695
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.624387,0.952682,0.632282
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.833579,1,0.827529
sc_freestyle_secure,3.0,0,1,0.996153,1
