cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.000998982,0.0,0.0134989
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0119411,0.226699,0.00773864
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.0128515,0.245621,0.00746714
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00,0.0434142,0.00
sc_chacha20_neon,1.5,0,0.00383012,0.0384170,0.0157618
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0751414,0.798168,0.0462654
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0701913,0.775307,0.0425599
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0687541,0.776441,0.0406992
sc_freestyle_fast,2.0,0,0.0965354,0.746050,0.0785117
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.222684,0.718076,0.244747
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.222124,0.714088,0.245234
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.221437,0.719830,0.242616
sc_freestyle_balanced,2.5,0,0.247468,0.631559,0.308199
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.859542,0.976809,0.835860
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.863714,0.993444,0.828527
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,0.871738,1,0.832114
sc_freestyle_secure,3.0,0,1,0.952780,1
