cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,0,0.00,0.0,0.0
sc_chacha20_neon,1.5,0,0.00193600,0.0246618,0.00636096
sc_freestyle_fast,2.0,0,0.0783418,0.612476,0.0955569
sc_freestyle_balanced,2.5,0,0.259123,0.838055,0.282225
sc_freestyle_secure,3.0,0,1,1,1
