cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.0,0E+5,0.0136944
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.0,0E+4,0.0370291
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00564288,0.0795249,0.0435911
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.0682400,1,0.0410402
sc_chacha20_neon,1.5,4,0.0,0E+5,0.00395834
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0848371,0.632946,0.102806
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.100141,0.698502,0.111564
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.103940,0.761309,0.105145
sc_freestyle_fast,2.0,4,0.0,0E+5,0.00
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.253659,0.720418,0.307512
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.242654,0.723993,0.291611
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.239336,0.694850,0.300322
sc_freestyle_balanced,2.5,4,0.0,0E+5,0.00628191
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.849688,0.806868,0.965544
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.990093,0.914296,0.993550
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,1,0.917620,1
sc_freestyle_secure,3.0,4,0.0,0E+5,0.0215416
