cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.00,0.296809,0.0000296470
sc_chacha8_neon+sc_chacha20_neon,0.75,1,0.00389053,0.0,0.0210858
sc_chacha8_neon+sc_chacha20_neon,1.0,2,0.00692473,0.141783,0.0205640
sc_chacha8_neon+sc_chacha20_neon,1.25,3,0.00693602,0.0950345,0.0234588
sc_chacha20_neon,1.5,4,0.00194707,0.534135,0
sc_chacha20_neon+sc_freestyle_fast,1.625,1,0.0534307,0.399677,0.0909299
sc_chacha20_neon+sc_freestyle_fast,1.75,2,0.0691566,0.436357,0.112646
sc_chacha20_neon+sc_freestyle_fast,1.875,3,0.0576069,0.364581,0.102979
sc_freestyle_fast,2.0,4,0.0121337,0.202105,0.0292854
sc_freestyle_fast+sc_freestyle_balanced,2.125,1,0.252680,0.807827,0.288549
sc_freestyle_fast+sc_freestyle_balanced,2.25,2,0.269983,0.817518,0.306164
sc_freestyle_fast+sc_freestyle_balanced,2.375,3,0.266274,0.745364,0.321066
sc_freestyle_balanced,2.5,4,0.0577987,0.653845,0.0727174
sc_freestyle_balanced+sc_freestyle_secure,2.625,1,0.836990,0.904530,0.896457
sc_freestyle_balanced+sc_freestyle_secure,2.75,2,0.949713,0.935806,0.994427
sc_freestyle_balanced+sc_freestyle_secure,2.875,3,1,1,1
sc_freestyle_secure,3.0,4,0.202331,0.884545,0.216013
