cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.000627850,0.0341676,0.0
sc_chacha20_neon,1.5,4,0.0,0.0,0.00775050
sc_freestyle_fast,2.0,4,0.0830028,0.643343,0.0525808
sc_freestyle_balanced,2.5,4,0.258188,0.698483,0.286277
sc_freestyle_secure,3.0,4,1,1,1
