cipher,security,ratio,energy,power,duration
sc_chacha8_neon,0.5,4,0.000767354,0.0838936,0.0
sc_chacha20_neon,1.5,4,0.00,0.0,0.00288312
sc_freestyle_fast,2.0,4,0.0847245,0.932866,0.0765058
sc_freestyle_balanced,2.5,4,0.262198,0.951413,0.262615
sc_freestyle_secure,3.0,4,1,1,1
