cipher,security,energy,power,duration
sc_chacha8_neon,0.5,0.003546583968824680772176704808,0.07547988873653259543685346960,0.005525085691416590043635251748
sc_freestyle_secure,3.0,1,1,1
sc_chacha20_neon+sc_freestyle_fast,1.625,0.02979485944370292580921188784,0.5194822070731778224283554996,0.02647733145029006006008233975
sc_chacha20_neon+sc_freestyle_fast,1.75,0.02906258147967309038096778273,0.5054318463485481836727072682,0.02624050779000191388132116141
sc_chacha20_neon+sc_freestyle_fast,1.875,0.03683975762360667042354707327,0.6592557953243993917651439649,0.02821043925961139227290500613
sc_chacha20_neon+sc_freestyle_fast,1.625,0.02780588025255603471248284550,0.4915780197306162444086556933,0.02517866841475123352554927405
sc_chacha20_neon+sc_freestyle_fast,1.75,0.02727928180808079055598702747,0.4821248198605247793315749614,0.02495080354151158341933890025
sc_chacha20_neon+sc_freestyle_fast,1.875,0.02865779393404520530439896329,0.4965879829679360660800007830,0.02617396893036919436889038851
sc_chacha8_neon+sc_chacha20_neon,0.75,0.001210508823180853061213808622,0.05007360439908117768694365168,0.001075638504936749882961389808
sc_chacha8_neon+sc_chacha20_neon,1.0,0.001803291330175586074036375432,0.09118660369278939053228173094,0
sc_chacha8_neon+sc_chacha20_neon,1.25,0.002390863036373318693268207657,0.1087376396620430161344404902,0.0004090488108386515340697870083
sc_chacha8_neon+sc_chacha20_neon,0.75,0.0001153631720753631441796808801,0.0,0.001501580542197973042188502175
sc_chacha8_neon+sc_chacha20_neon,1.0,0,0.01336292427380106839972932719,0.0001953365611858327658409065316
sc_chacha8_neon+sc_chacha20_neon,1.25,0.0009058389108436497041973053780,0.02300311658458407091965147953,0.002116791352682684222677153730
sc_chacha8_neon+sc_freestyle_fast,0.875,0.02864204221165302121033304481,0.5100777042889270979139935358,0.02531907657428032332025000746
sc_chacha8_neon+sc_freestyle_fast,1.25,0.02868369378548209518561293023,0.4849534334097100706443894012,0.02694871689985439703073841837
sc_chacha8_neon+sc_freestyle_fast,1.625,0.02839318960297476887639806273,0.4916996133691054326274286131,0.02607388634803474804745021953
sc_chacha8_neon+sc_freestyle_fast,0.875,0.02691553515503368926492156590,0.4984688920241272627262131907,0.02339656228685975019403075800
sc_chacha8_neon+sc_freestyle_fast,1.25,0.02732102750389837527653586799,0.4833537629982603103863266460,0.02493926799431684806753113083
sc_chacha8_neon+sc_freestyle_fast,1.625,0.02778134924610165937073155624,0.4715384248675140243427616384,0.02640262913394889085682072835
